Trimestre;Distrito;Concelho;Freguesia;Potência Máxima Admissível (kW);Pontos de ligação para instalações de PCVE;CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2024T2;Faro;Albufeira;Guia;1600.0;1;08;0801;080102
2024T2;Setúbal;Palmela;Palmela;41.4;2;15;1508;150802
2024T2;Bragança;Mirandela;Mirandela;300.0;1;04;0407;040721
2024T2;Santarém;Abrantes;Abrantes (São Vicente e São João) e Alferrarede;200.0;3;14;1401;140120
2024T2;Évora;Évora;Malagueira e Horta das Figueiras;6.9;2;07;0705;070524
2024T2;Lisboa;Sintra;Queluz e Belas;6.9;1;11;1111;111126
2024T2;Coimbra;Oliveira do Hospital;Nogueira do Cravo;300.0;1;06;0611;061111
2024T2;Portalegre;Ponte de Sor;Ponte de Sor, Tramaga e Vale de Açor;200.0;1;12;1213;121308
2024T2;Lisboa;Amadora;Mina de Água;6.9;3;11;1115;111516
2024T2;Aveiro;São João da Madeira;São João da Madeira;200.0;1;01;0116;011601
2024T2;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;10.35;1;13;1313;131313
2024T2;Porto;Vila Nova de Gaia;Vilar de Andorinho;10.35;1;13;1317;131723
2024T2;Setúbal;Setúbal;Azeitão (São Lourenço e São Simão);300.0;1;15;1512;151209
2024T2;Porto;Porto;Paranhos;300.0;1;13;1312;131210
2024T2;Setúbal;Montijo;Montijo e Afonsoeiro;13.8;2;15;1507;150710
2024T2;Viana do Castelo;Viana do Castelo;Darque;300.0;1;16;1609;160911
2024T2;Faro;Faro;Montenegro;110.4;1;08;0805;080506
2024T2;Aveiro;Espinho;Espinho;400.0;1;01;0107;010702
2024T2;Évora;Évora;Malagueira e Horta das Figueiras;630.0;2;07;0705;070524
2024T2;Leiria;Batalha;Batalha;200.0;1;10;1004;100401
2024T2;Lisboa;Vila Franca de Xira;Vila Franca de Xira;200.0;2;11;1114;111409
2024T2;Coimbra;Oliveira do Hospital;Oliveira do Hospital e São Paio de Gramaços;400.0;1;06;0611;061124
2024T2;Coimbra;Coimbra;Eiras e São Paulo de Frades;217.0;1;06;0603;060335
2024T2;Évora;Reguengos de Monsaraz;Reguengos de Monsaraz;300.0;1;07;0711;071104
2024T2;Aveiro;Anadia;Arcos e Mogofores;200.0;1;01;0103;010317
2024T2;Faro;Albufeira;Albufeira e Olhos de Água;2000.0;1;08;0801;080106
2024T2;Braga;Guimarães;Mesão Frio;200.0;1;03;0308;030830
2024T2;Setúbal;Barreiro;Barreiro e Lavradio;200.0;1;15;1504;150410
2024T2;Porto;Gondomar;Fânzeres e São Pedro da Cova;10.35;1;13;1304;130413
2024T2;Coimbra;Figueira da Foz;Tavarede;300.0;1;06;0605;060512
2024T2;Braga;Braga;Palmeira;20.7;1;03;0303;030331
2024T2;Setúbal;Sesimbra;Sesimbra (Castelo);400.0;1;15;1511;151101
2024T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;750.0;1;13;1317;131727
2024T2;Aveiro;Aveiro;Glória e Vera Cruz;400.0;2;01;0105;010517
2024T2;Porto;Porto;Lordelo do Ouro e Massarelos;105.0;1;13;1312;131218
2024T2;Santarém;Salvaterra de Magos;Salvaterra de Magos e Foros de Salvaterra;41.4;1;14;1415;141508
2024T2;Aveiro;Albergaria-a-Velha;Albergaria-a-Velha e Valmaior;300.0;1;01;0102;010209
2024T2;Faro;Vila do Bispo;Sagres;250.0;2;08;0815;081504
2024T2;Lisboa;Sintra;Rio de Mouro;3360.0;1;11;1111;111108
2024T2;Lisboa;Amadora;Falagueira-Venda Nova;300.0;1;11;1115;111515
2024T2;Aveiro;Ovar;Ovar, S. João, Arada e S. Vicente de Pereira Jusã;41.4;2;01;0115;011509
2024T2;Braga;Guimarães;Creixomil;100.0;2;03;0308;030813
2024T2;Lisboa;Vila Franca de Xira;Póvoa de Santa Iria e Forte da Casa;75.0;1;11;1114;111415
2024T2;Lisboa;Oeiras;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;93.0;6;11;1110;111012
2024T2;Lisboa;Lisboa;Alcântara;41.4;2;11;1106;110602
2024T2;Santarém;Cartaxo;Vila Chã de Ourique;6.9;1;14;1406;140607
2024T2;Setúbal;Almada;Caparica e Trafaria;800.0;1;15;1503;150313
2024T2;Portalegre;Ponte de Sor;Ponte de Sor, Tramaga e Vale de Açor;180.0;1;12;1213;121308
2024T2;Lisboa;Lisboa;Arroios;41.4;1;11;1106;110656
2024T2;Lisboa;Oeiras;Barcarena;300.0;1;11;1110;111002
2024T2;Setúbal;Almada;Costa da Caparica;20.7;4;15;1503;150303
2024T2;Viseu;Penedono;Penedono e Granja;41.4;1;18;1812;181211
2024T2;Coimbra;Tábua;Tábua;34.5;1;06;0616;061614
2024T2;Lisboa;Cascais;Carcavelos e Parede;3000.0;1;11;1105;110507
2024T2;Braga;Braga;Nogueira, Fraião e Lamaçães;1330.24;1;03;0303;030377
2024T2;Setúbal;Palmela;Quinta do Anjo;630.0;1;15;1508;150804
2024T2;Viana do Castelo;Viana do Castelo;Lanheses;6.9;2;16;1609;160915
2024T2;Braga;Guimarães;Oliveira, São Paio e São Sebastião;20.7;4;03;0308;030884
2024T2;Lisboa;Loures;Santo António dos Cavaleiros e Frielas;300.0;1;11;1107;110730
2024T2;Vila Real;Boticas;Boticas e Granja;41.4;1;17;1702;170219
2024T2;Leiria;Batalha;São Mamede;41.4;1;10;1004;100403
2024T2;Leiria;Leiria;Leiria, Pousos, Barreira e Cortes;41.4;1;10;1009;100933
2024T2;Lisboa;Loures;Moscavide e Portela;41.4;2;11;1107;110726
2024T2;Lisboa;Lisboa;Marvila;20.7;5;11;1106;110621
2024T2;Santarém;Rio Maior;Rio Maior;41.4;1;14;1414;141408
2024T2;Lisboa;Sintra;Cacém e São Marcos;200.0;2;11;1111;111124
2024T2;Braga;Póvoa de Lanhoso;Póvoa de Lanhoso (Nossa Senhora do Amparo);472.5;1;03;0309;030919
2024T2;Lisboa;Cascais;Carcavelos e Parede;400.0;1;11;1105;110507
2024T2;Lisboa;Lisboa;Estrela;41.4;3;11;1106;110660
2024T2;Lisboa;Lisboa;Carnide;220.0;1;11;1106;110611
2024T2;Coimbra;Tábua;Tábua;10.35;1;06;0616;061614
2024T2;Braga;Braga;Nogueiró e Tenões;20.7;1;03;0303;030378
2024T2;Santarém;Abrantes;Abrantes (São Vicente e São João) e Alferrarede;250.0;2;14;1401;140120
2024T2;Viseu;Viseu;Calde;10.35;1;18;1823;182305
2024T2;Portalegre;Elvas;Caia, São Pedro e Alcáçova;41.4;1;12;1207;120713
2024T2;Aveiro;Aveiro;Glória e Vera Cruz;41.4;2;01;0105;010517
2024T2;Leiria;Pombal;Carriço;400.0;2;10;1015;101505
2024T2;Évora;Évora;Malagueira e Horta das Figueiras;145.0;1;07;0705;070524
2024T2;Braga;Braga;Braga (Maximinos, Sé e Cividade);20.7;2;03;0303;030364
2024T2;Aveiro;Águeda;Águeda e Borralha;472.5;1;01;0101;010121
2024T2;Santarém;Ourém;Fátima;145.0;1;14;1421;142106
2024T2;Viana do Castelo;Vila Nova de Cerveira;Vila Nova de Cerveira e Lovelhe;41.4;2;16;1610;161019
2024T2;Santarém;Vila Nova da Barquinha;Vila Nova da Barquinha;41.4;2;14;1420;142006
2024T2;Viseu;Viseu;Viseu;20.7;9;18;1823;182341
2024T2;Lisboa;Sintra;Colares;41.4;1;11;1111;111105
2024T2;Leiria;Nazaré;Nazaré;41.4;6;10;1011;101102
2024T2;Évora;Évora;Bacelo e Senhora da Saúde;20.7;2;07;0705;070522
2024T2;Porto;Marco de Canaveses;Marco;170.0;1;13;1307;130736
2024T2;Braga;Vizela;Caldas de Vizela (São Miguel e São João);200.0;1;03;0314;031408
2024T2;Setúbal;Alcochete;Alcochete;41.4;1;15;1502;150201
2024T2;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;186.0;1;13;1317;131730
2024T2;Lisboa;Lisboa;Olivais;300.0;1;11;1106;110633
2024T2;Leiria;Leiria;Leiria, Pousos, Barreira e Cortes;20.7;6;10;1009;100933
2024T2;Faro;Olhão;Quelfes;145.0;1;08;0810;081005
2024T2;Faro;São Brás de Alportel;São Brás de Alportel;400.0;1;08;0812;081201
2024T2;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;200.0;1;13;1312;131216
2024T2;Braga;Guimarães;Silvares;472.5;1;03;0308;030868
2024T2;Lisboa;Torres Vedras;Silveira;41.4;1;11;1113;111316
2024T2;Setúbal;Seixal;Corroios;630.0;1;15;1510;151005
2024T2;Lisboa;Loures;Loures;140.0;1;11;1107;110707
2024T2;Braga;Fafe;Fafe;41.4;2;03;0307;030709
2024T2;Évora;Viana do Alentejo;Viana do Alentejo;41.4;3;07;0713;071302
2024T2;Lisboa;Oeiras;Barcarena;13.8;2;11;1110;111002
2024T2;Porto;Penafiel;Cabeça Santa;400.0;1;13;1311;131104
2024T2;Lisboa;Lisboa;São Domingos de Benfica;20.7;5;11;1106;110639
2024T2;Lisboa;Lisboa;Carnide;41.4;2;11;1106;110611
2024T2;Porto;Porto;Paranhos;13.8;1;13;1312;131210
2024T2;Coimbra;Oliveira do Hospital;Penalva de Alva e São Sebastião da Feira;375.0;1;06;0611;061125
2024T2;Porto;Porto;Paranhos;105.0;1;13;1312;131210
2024T2;Vila Real;Ribeira de Pena;Salvador e Santo Aleixo de Além-Tâmega;250.0;1;17;1709;170909
2024T2;Porto;Valongo;Alfena;100.0;1;13;1315;131501
2024T2;Braga;Vieira do Minho;Vieira do Minho;41.4;2;03;0311;031120
2024T2;Lisboa;Vila Franca de Xira;Póvoa de Santa Iria e Forte da Casa;200.0;1;11;1114;111415
2024T2;Porto;Porto;Ramalde;1260.0;1;13;1312;131211
2024T2;Santarém;Santarém;Abitureiras;20.7;1;14;1416;141601
2024T2;Lisboa;Lisboa;Areeiro;20.7;4;11;1106;110655
2024T2;Lisboa;Lisboa;Misericórdia;41.4;3;11;1106;110661
2024T2;Setúbal;Almada;Caparica e Trafaria;20.7;3;15;1503;150313
2024T2;Faro;Portimão;Alvor;300.0;2;08;0811;081101
2024T2;Lisboa;Loures;Moscavide e Portela;275.0;1;11;1107;110726
2024T2;Guarda;Aguiar da Beira;Aguiar da Beira e Coruche;41.4;1;09;0901;090114
2024T2;Lisboa;Azambuja;Azambuja;41.4;1;11;1103;110304
2024T2;Aveiro;Santa Maria da Feira;Santa Maria da Feira, Travanca, Sanfins e Espargo;41.4;8;01;0109;010935
2024T2;Setúbal;Barreiro;Alto do Seixalinho, Santo André e Verderena;75.0;1;15;1504;150409
2024T2;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;100.0;5;13;1313;131315
2024T2;Santarém;Benavente;Benavente;41.4;1;14;1405;140501
2024T2;Porto;Vila Nova de Gaia;São Félix da Marinha;200.0;1;13;1317;131717
2024T2;Porto;Lousada;Torno;41.4;1;13;1305;130525
2024T2;Leiria;Peniche;Ferrel;10.35;1;10;1014;101406
2024T2;Viseu;Lamego;Lamego (Almacave e Sé);200.0;1;18;1805;180525
2024T2;Évora;Arraiolos;Arraiolos;41.4;1;07;0702;070201
2024T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;20.7;4;13;1312;131217
2024T2;Braga;Braga;Braga (São Vítor);20.7;4;03;0303;030351
2024T2;Santarém;Santarém;Pernes;20.7;1;14;1416;141614
2024T2;Santarém;Santarém;Amiais de Baixo;20.7;1;14;1416;141607
2024T2;Viseu;Mangualde;Mangualde, Mesquitela e Cunha Alta;200.0;1;18;1806;180619
2024T2;Braga;Braga;Nogueira, Fraião e Lamaçães;100.0;1;03;0303;030377
2024T2;Braga;Braga;Adaúfe;20.7;1;03;0303;030301
2024T2;Braga;Braga;Sequeira;188.0;1;03;0303;030354
2024T2;Santarém;Tomar;São João Baptista e Santa Maria dos Olivais;250.0;1;14;1418;141821
2024T2;Setúbal;Barreiro;Alto do Seixalinho, Santo André e Verderena;300.0;1;15;1504;150409
2024T2;Setúbal;Sines;Sines;106.0;1;15;1513;151301
2024T2;Viana do Castelo;Paredes de Coura;Paredes de Coura e Resende;41.4;1;16;1605;160526
2024T2;Setúbal;Setúbal;Setúbal (São Sebastião);20.7;2;15;1512;151205
2024T2;Viana do Castelo;Viana do Castelo;Subportela, Deocriste e Portela Susã;20.7;1;16;1609;160946
2024T2;Lisboa;Sobral de Monte Agraço;Sobral de Monte Agraço;20.7;1;11;1112;111203
2024T2;Porto;Felgueiras;Vila Cova da Lixa e Borba de Godim;41.4;1;13;1303;130339
2024T2;Santarém;Benavente;Samora Correia;400.0;1;14;1405;140502
2024T2;Beja;Aljustrel;Aljustrel e Rio de Moinhos;41.4;1;02;0201;020106
2024T2;Setúbal;Almada;Charneca de Caparica e Sobreda;300.0;2;15;1503;150314
2024T2;Lisboa;Lisboa;Parque das Nações;41.4;11;11;1106;110662
2024T2;Porto;Marco de Canaveses;Alpendorada, Várzea e Torrão;13.8;1;13;1307;130732
2024T2;Leiria;Óbidos;Vau;550.0;1;10;1012;101207
2024T2;Lisboa;Arruda dos Vinhos;S. Tiago dos Velhos;41.4;1;11;1102;110204
2024T2;Beja;Odemira;Vila Nova de Milfontes;27.6;2;02;0211;021111
2024T2;Viseu;Tabuaço;Tabuaço;41.4;2;18;1819;181914
2024T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;34.5;1;13;1317;131727
2024T2;Coimbra;Coimbra;Sé Nova, Santa Cruz, Almedina e São Bartolomeu;20.7;5;06;0603;060334
2024T2;Porto;Vila Nova de Gaia;Oliveira do Douro;630.0;1;13;1317;131712
2024T2;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;172.0;7;11;1110;111014
2024T2;Faro;Loulé;Salir;72.0;1;08;0808;080807
2024T2;Faro;Portimão;Portimão;1500.0;1;08;0811;081103
2024T2;Beja;Beja;Albernoa e Trindade;300.0;1;02;0205;020519
2024T2;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;100.0;1;13;1301;130142
2024T2;Faro;Lagos;São Gonçalo de Lagos;300.0;1;08;0807;080708
2024T2;Lisboa;Lisboa;São Domingos de Benfica;300.0;2;11;1106;110639
2024T2;Braga;Esposende;Fonte Boa e Rio Tinto;200.0;1;03;0306;030619
2024T2;Setúbal;Almada;Almada, Cova da Piedade, Pragal e Cacilhas;20.7;4;15;1503;150312
2024T2;Évora;Évora;Malagueira e Horta das Figueiras;93.0;1;07;0705;070524
2024T2;Setúbal;Almada;Charneca de Caparica e Sobreda;41.4;1;15;1503;150314
2024T2;Faro;Vila do Bispo;Vila do Bispo e Raposeira;200.0;1;08;0815;081506
2024T2;Lisboa;Amadora;Águas Livres;13.8;1;11;1115;111513
2024T2;Castelo Branco;Castelo Branco;Castelo Branco;20.7;5;05;0502;050205
2024T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;170.0;1;13;1312;131217
2024T2;Lisboa;Loures;Santa Iria de Azoia, São João da Talha e Bobadela;10.35;4;11;1107;110728
2024T2;Aveiro;Aveiro;Glória e Vera Cruz;120.0;1;01;0105;010517
2024T2;Porto;Porto;Paranhos;250.0;1;13;1312;131210
2024T2;Braga;Guimarães;Urgezes;20.7;2;03;0308;030871
2024T2;Lisboa;Cascais;Cascais e Estoril;130.0;2;11;1105;110508
2024T2;Lisboa;Sintra;Queluz e Belas;20.7;2;11;1111;111126
2024T2;Braga;Guimarães;Mesão Frio;100.0;1;03;0308;030830
2024T2;Setúbal;Sines;Sines;200.0;2;15;1513;151301
2024T2;Santarém;Santarém;União das freguesias da cidade de Santarém;800.0;3;14;1416;141633
2024T2;Faro;Silves;Armação de Pêra;300.0;2;08;0813;081303
2024T2;Braga;Guimarães;Creixomil;20.7;1;03;0308;030813
2024T2;Guarda;Aguiar da Beira;Sequeiros e Gradiz;250.0;1;09;0901;090115
2024T2;Lisboa;Amadora;Encosta do Sol;60.0;1;11;1115;111514
2024T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;100.0;2;13;1312;131217
2024T2;Faro;Monchique;Monchique;400.0;1;08;0809;080903
2024T2;Guarda;Manteigas;Manteigas (São Pedro);41.4;1;09;0908;090803
2024T2;Lisboa;Oeiras;Porto Salvo;100.0;1;11;1110;111009
2024T2;Guarda;Gouveia;Gouveia;300.0;1;09;0906;090625
2024T2;Beja;Almodôvar;Almodôvar e Graça dos Padrões;2400.0;1;02;0202;020209
2024T2;Lisboa;Cascais;São Domingos de Rana;41.4;4;11;1105;110506
2024T2;Vila Real;Mondim de Basto;Campanhó e Paradança;41.4;1;17;1705;170509
2024T2;Lisboa;Cascais;Carcavelos e Parede;13.8;3;11;1105;110507
2024T2;Lisboa;Loures;Santo António dos Cavaleiros e Frielas;3750.0;1;11;1107;110730
2024T2;Porto;Marco de Canaveses;Marco;41.4;2;13;1307;130736
2024T2;Lisboa;Sintra;Massamá e Monte Abraão;6.9;1;11;1111;111125
2024T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;250.0;1;13;1317;131727
2024T2;Lisboa;Mafra;Venda do Pinheiro e Santo Estêvão das Galés;250.0;1;11;1109;110922
2024T2;Braga;Braga;Real, Dume e Semelhe;10.35;1;03;0303;030379
2024T2;Braga;Braga;Braga (São José de São Lázaro e São João do Souto);475.0;1;03;0303;030365
2024T2;Setúbal;Alcochete;Alcochete;300.0;2;15;1502;150201
2024T2;Coimbra;Coimbra;São Martinho do Bispo e Ribeira de Frades;20.7;2;06;0603;060338
2024T2;Faro;Albufeira;Guia;300.0;1;08;0801;080102
2024T2;Lisboa;Mafra;Mafra;90.0;1;11;1109;110909
2024T2;Braga;Barcelos;Arcozelo;70.0;1;03;0302;030209
2024T2;Viana do Castelo;Viana do Castelo;Santa Maria Maior e Monserrate e Meadela;41.4;3;16;1609;160948
2024T2;Porto;Maia;Nogueira e Silva Escura;200.0;1;13;1306;130620
2024T2;Lisboa;Lisboa;Marvila;41.4;2;11;1106;110621
2024T2;Bragança;Freixo de Espada À Cinta;Freixo de Espada à Cinta e Mazouco;41.4;1;04;0404;040407
2024T2;Évora;Évora;Malagueira e Horta das Figueiras;20.7;3;07;0705;070524
2024T2;Aveiro;Santa Maria da Feira;Santa Maria da Feira, Travanca, Sanfins e Espargo;27.6;1;01;0109;010935
2024T2;Porto;Vila Nova de Gaia;Canidelo;630.0;1;13;1317;131704
2024T2;Aveiro;Vagos;Vagos e Santo António;400.0;1;01;0118;011814
2024T2;Leiria;Nazaré;Nazaré;10.35;1;10;1011;101102
2024T2;Lisboa;Sintra;Agualva e Mira-Sintra;200.0;1;11;1111;111122
2024T2;Porto;Vila do Conde;Bagunte, Ferreiró, Outeiro Maior e Parada;27.6;1;13;1316;131631
2024T2;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;75.0;1;13;1313;131313
2024T2;Aveiro;Aveiro;Glória e Vera Cruz;472.5;1;01;0105;010517
2024T2;Santarém;Ourém;Fátima;200.0;1;14;1421;142106
2024T2;Braga;Vila Nova de Famalicão;Vila Nova de Famalicão e Calendário;41.4;1;03;0312;031260
2024T2;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;200.0;1;13;1308;130813
2024T2;Porto;Porto;Bonfim;110.0;1;13;1312;131202
2024T2;Viana do Castelo;Ponte de Lima;Gemieira;113.0;1;16;1607;160727
2024T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;300.0;2;13;1317;131727
2024T2;Porto;Marco de Canaveses;Vila Boa do Bispo;110.4;1;13;1307;130730
2024T2;Faro;Loulé;Quarteira;630.0;3;08;0808;080805
2024T2;Lisboa;Sintra;Queluz e Belas;630.0;1;11;1111;111126
2024T2;Coimbra;Mira;Mira;41.4;1;06;0608;060801
2024T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;400.0;2;13;1308;130814
2024T2;Faro;São Brás de Alportel;São Brás de Alportel;300.0;1;08;0812;081201
2024T2;Porto;Valongo;Ermesinde;472.5;1;13;1315;131503
2024T2;Santarém;Entroncamento;Nossa Senhora de Fátima;300.0;1;14;1410;141002
2024T2;Faro;Loulé;Quarteira;46.0;4;08;0808;080805
2024T2;Setúbal;Almada;Almada, Cova da Piedade, Pragal e Cacilhas;41.4;2;15;1503;150312
2024T2;Faro;Loulé;Almancil;630.0;1;08;0808;080801
2024T2;Lisboa;Lisboa;Benfica;41.4;1;11;1106;110608
2024T2;Setúbal;Montijo;Montijo e Afonsoeiro;300.0;2;15;1507;150710
2024T2;Lisboa;Lisboa;Avenidas Novas;186.0;1;11;1106;110657
2024T2;Beja;Beja;Beja (Salvador e Santa Maria da Feira);20.7;1;02;0205;020520
2024T2;Coimbra;Coimbra;Eiras e São Paulo de Frades;100.0;1;06;0603;060335
2024T2;Lisboa;Lisboa;Lumiar;675.0;1;11;1106;110618
2024T2;Aveiro;Mealhada;Casal Comba;315.0;1;01;0111;011103
2024T2;Setúbal;Grândola;Grândola e Santa Margarida da Serra;200.0;1;15;1505;150506
2024T2;Faro;Albufeira;Albufeira e Olhos de Água;41.4;7;08;0801;080106
2024T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;69.0;1;13;1317;131727
2024T2;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;41.4;1;13;1317;131726
2024T2;Viana do Castelo;Viana do Castelo;Santa Maria Maior e Monserrate e Meadela;20.7;4;16;1609;160948
2024T2;Lisboa;Torres Vedras;Ramalhal;20.7;1;11;1113;111311
2024T2;Lisboa;Loures;Camarate, Unhos e Apelação;20.7;2;11;1107;110731
2024T2;Braga;Barcelos;Alheira e Igreja Nova;945.0;2;03;0302;030290
2024T2;Braga;Guimarães;Urgezes;250.0;1;03;0308;030871
2024T2;Beja;Barrancos;Barrancos;41.4;1;02;0204;020401
2024T2;Lisboa;Lisboa;Estrela;630.0;1;11;1106;110660
2024T2;Setúbal;Palmela;Pinhal Novo;50.0;1;15;1508;150803
2024T2;Setúbal;Seixal;Fernão Ferro;10.35;5;15;1510;151006
2024T2;Vila Real;Vila Real;Vila Real;41.4;3;17;1714;171438
2024T2;Viseu;Viseu;Viseu;41.4;2;18;1823;182341
2024T2;Coimbra;Penacova;Penacova;41.4;1;06;0613;061307
2024T2;Porto;Vila Nova de Gaia;Avintes;20.7;1;13;1317;131702
2024T2;Faro;Portimão;Alvor;2000.0;2;08;0811;081101
2024T2;Guarda;Almeida;Vilar Formoso;75.0;1;09;0902;090229
2024T2;Lisboa;Lisboa;Estrela;20.7;7;11;1106;110660
2024T2;Porto;Santo Tirso;Aves;300.0;1;13;1314;131405
2024T2;Leiria;Caldas da Rainha;Nossa Senhora do Pópulo, Coto e São Gregório;200.0;1;10;1006;100617
2024T2;Porto;Porto;Paranhos;1418.0;1;13;1312;131210
2024T2;Bragança;Vila Flor;Vila Flor e Nabo;41.4;1;04;0410;041023
2024T2;Leiria;Leiria;Santa Eufémia e Boa Vista;1200.0;2;10;1009;100939
2024T2;Lisboa;Lourinhã;Lourinhã e Atalaia;41.4;3;11;1108;110812
2024T2;Setúbal;Almada;Charneca de Caparica e Sobreda;6.9;6;15;1503;150314
2024T2;Aveiro;Sever do Vouga;Sever do Vouga;41.4;1;01;0117;011706
2024T2;Leiria;Porto de Mós;Porto de Mós - São João Baptista e São Pedro;6.9;1;10;1016;101614
2024T2;Braga;Vila Nova de Famalicão;Vila Nova de Famalicão e Calendário;472.5;1;03;0312;031260
2024T2;Braga;Celorico de Basto;Britelo, Gémeos e Ourilhe;6.9;1;03;0305;030523
2024T2;Porto;Maia;Castêlo da Maia;10.35;1;13;1306;130618
2024T2;Braga;Braga;Merelim (São Pedro) e Frossos;20.7;1;03;0303;030375
2024T2;Viana do Castelo;Viana do Castelo;Santa Maria Maior e Monserrate e Meadela;80.0;1;16;1609;160948
2024T2;Braga;Guimarães;Selho (São Jorge);250.0;1;03;0308;030854
2024T2;Porto;Vila do Conde;Vila do Conde;13.8;1;13;1316;131628
2024T2;Lisboa;Lisboa;Santo António;630.0;3;11;1106;110666
2024T2;Lisboa;Cascais;Cascais e Estoril;1600.0;1;11;1105;110508
2024T2;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;335.0;1;11;1110;111014
2024T2;Porto;Paços de Ferreira;Paços de Ferreira;472.5;1;13;1309;130918
2024T2;Lisboa;Oeiras;Carnaxide e Queijas;27.6;4;11;1110;111013
2024T2;Lisboa;Sintra;Queluz e Belas;93.0;1;11;1111;111126
2024T2;Braga;Vila Verde;Vila Verde e Barbudo;41.4;1;03;0313;031370
2024T2;Aveiro;Ovar;Ovar, S. João, Arada e S. Vicente de Pereira Jusã;137.0;1;01;0115;011509
2024T2;Lisboa;Cascais;Alcabideche;300.0;2;11;1105;110501
2024T2;Porto;Vila do Conde;Vila do Conde;100.0;1;13;1316;131628
2024T2;Évora;Reguengos de Monsaraz;Reguengos de Monsaraz;41.4;2;07;0711;071104
2024T2;Portalegre;Portalegre;Sé e São Lourenço;20.7;4;12;1214;121411
2024T2;Viseu;Penalva do Castelo;Ínsua;41.4;2;18;1811;181105
2024T2;Lisboa;Lisboa;Santa Clara;160.0;1;11;1106;110664
2024T2;Porto;Porto;Lordelo do Ouro e Massarelos;74.0;1;13;1312;131218
2024T2;Lisboa;Loures;Santo Antão e São Julião do Tojal;20.7;4;11;1107;110729
2024T2;Viseu;Santa Comba Dão;Santa Comba Dão e Couto do Mosteiro;41.4;1;18;1814;181411
2024T2;Setúbal;Palmela;Quinta do Anjo;10.35;1;15;1508;150804
2024T2;Guarda;Sabugal;Sabugal e Aldeia de Santo António;27.6;1;09;0911;091145
2024T2;Viana do Castelo;Viana do Castelo;Santa Maria Maior e Monserrate e Meadela;250.0;1;16;1609;160948
2024T2;Braga;Barcelos;Barcelos, V. Boa, V. Frescainha;250.0;1;03;0302;030293
2024T2;Leiria;Leiria;Marrazes e Barosa;41.4;1;10;1009;100934
2024T2;Lisboa;Oeiras;Barcarena;93.0;3;11;1110;111002
2024T2;Faro;Silves;Armação de Pêra;41.4;1;08;0813;081303
2024T2;Lisboa;Amadora;Venteira;51.75;1;11;1115;111517
2024T2;Viana do Castelo;Ponte de Lima;Feitosa;10.35;1;16;1607;160719
2024T2;Vila Real;Vila Pouca de Aguiar;Vila Pouca de Aguiar;41.4;1;17;1713;171314
2024T2;Bragança;Vimioso;Vimioso;41.4;1;04;0411;041114
2024T2;Viseu;Moimenta da Beira;Moimenta da Beira;41.4;1;18;1807;180710
2024T2;Viana do Castelo;Melgaço;Vila e Roussas;41.4;1;16;1603;160323
2024T2;Lisboa;Lisboa;Penha de França;13.8;1;11;1106;110663
2024T2;Faro;Tavira;Tavira (Santa Maria e Santiago);41.4;2;08;0814;081412
2024T2;Porto;Valongo;Valongo;41.4;1;13;1315;131505
2024T2;Lisboa;Sobral de Monte Agraço;Santo Quintino;20.7;1;11;1112;111201
2024T2;Bragança;Mogadouro;Mogadouro, Valverde, Vale de Porco e Vilar de Rei;41.4;1;04;0408;040830
2024T2;Vila Real;Santa Marta de Penaguião;Cumieira;250.0;1;17;1711;171102
2024T2;Braga;Vizela;Santa Eulália;6.9;1;03;0314;031401
2024T2;Faro;Loulé;Alte;49.9;1;08;0808;080802
2024T2;Lisboa;Lisboa;Penha de França;27.6;1;11;1106;110663
2024T2;Coimbra;Oliveira do Hospital;Oliveira do Hospital e São Paio de Gramaços;75.0;1;06;0611;061124
2024T2;Porto;Porto;Bonfim;400.0;1;13;1312;131202
2024T2;Coimbra;Figueira da Foz;Buarcos e São Julião;110.0;1;06;0605;060520
2024T2;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;41.4;1;13;1312;131216
